STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
NC ,Graham                      ,37,75,3310,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Haywood                     ,37,87,23350,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Henderson                   ,37,89,38480,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Jackson                     ,37,99,13590,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Mcdowell                    ,37,111,17170,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Macon                       ,37,113,13200,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Madison                     ,37,115,7810,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Mitchell                    ,37,121,6540,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Polk                        ,37,149,8120,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Rutherford                  ,37,161,25410,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Swain                       ,37,173,5130,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Transylvania                ,37,175,12700,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Yancey                      ,37,199,7520,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Abbeville                   ,45,1,10050,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Anderson                    ,45,7,67160,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Cherokee                    ,45,21,21260,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Greenville                  ,45,45,154030,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Greenwood                   ,45,47,26030,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Laurens                     ,45,59,27250,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Oconee                      ,45,73,27920,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Pickens                     ,45,77,42270,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Spartanburg                 ,45,83,99620,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
SC ,Union                       ,45,87,12070,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
AR ,Chicot                      ,5,17,4920,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
MS ,Bolivar                     ,28,11,13320,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
MS ,Carroll                     ,28,15,4110,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
MS ,Grenada                     ,28,43,8800,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
MS ,Leflore                     ,28,83,12700,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
MS ,Sunflower                   ,28,133,9400,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
MS ,Tallahatchie                ,28,135,5130,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
MS ,Washington                  ,28,151,21370,182,GREENWOOD (MS) - GREENVILLE (MS)                                     
TX ,Cameron                     ,48,61,100520,97,HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)      
TX ,Hidalgo                     ,48,215,166540,97,HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)      
TX ,Starr                       ,48,427,14650,97,HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)      
TX ,Willacy                     ,48,489,5520,97,HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)      
PA ,Adams                       ,42,1,33910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
PA ,Cumberland                  ,42,41,83700,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
PA ,Dauphin                     ,42,43,102230,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
PA ,Juniata                     ,42,67,8640,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
PA ,Lancaster                   ,42,71,167240,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
PA ,Lebanon                     ,42,75,46010,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
PA ,Mifflin                     ,42,87,17450,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
PA ,Perry                       ,42,99,16570,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
PA ,York                        ,42,133,150910,47,HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          
VA ,Harrisonburg City           ,51,660,0,178,HARRISONBURG                                                         
VA ,Staunton City               ,51,790,0,178,HARRISONBURG                                                         
VA ,Waynesboro City             ,51,820,0,178,HARRISONBURG                                                         
VA ,Augusta                     ,51,15,43860,178,HARRISONBURG (VA)                                                    
VA ,Rockingham                  ,51,165,39330,178,HARRISONBURG (VA)                                                    
WV ,Pendleton                   ,54,71,3130,178,HARRISONBURG (VA)                                                    
CT ,Hartford                    ,9,3,335690,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Litchfield                  ,9,5,71540,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Middlesex                   ,9,7,62580,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,New Haven                   ,9,9,319240,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,New London                  ,9,11,99640,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Tolland                     ,9,13,50510,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Windham                     ,9,15,41210,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
MS ,Covington                   ,28,31,7190,168,HATTIESBURG (MS) - LAUREL (MS)                                       
MS ,Forrest                     ,28,35,27020,168,HATTIESBURG (MS) - LAUREL (MS)                                       
MS ,Jasper                      ,28,61,6770,168,HATTIESBURG (MS) - LAUREL (MS)                                       
MS ,Jones                       ,28,67,23930,168,HATTIESBURG (MS) - LAUREL (MS)                                       
MS ,Lamar                       ,28,73,14910,168,HATTIESBURG (MS) - LAUREL (MS)                                       
MS ,Marion                      ,28,91,8760,168,HATTIESBURG (MS) - LAUREL (MS)                                       
MS ,Perry                       ,28,111,4500,168,HATTIESBURG (MS) - LAUREL (MS)                                       
MS ,Wayne                       ,28,153,7830,168,HATTIESBURG (MS) - LAUREL (MS)                                       
MT ,Broadwater                  ,30,7,1710,207,HELENA (MT)                                                          
MT ,Lewis And Clark             ,30,49,22670,207,HELENA (MT)                                                          
HI ,Hawaii                      ,15,1,52780,71,HONOLULU (HI)                                                        
HI ,Honolulu                    ,15,3,284790,71,HONOLULU (HI)                                                        
HI ,Kauai                       ,15,7,20110,71,HONOLULU (HI)                                                        
HI ,Maui                        ,15,9,43650,71,HONOLULU (HI)                                                        
TX ,Austin                      ,48,15,9000,11,HOUSTON (TX)                                                         
TX ,Brazoria                    ,48,39,86280,11,HOUSTON (TX)                                                         
TX ,Calhoun                     ,48,57,7420,11,HOUSTON (TX)                                                         
